what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332269901694
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332269947728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332269951149
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332269961166
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332269963265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332269964582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332269993009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332269996019
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332269996656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332270128455
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332270129644
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332270193038
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332270194411
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332270215884
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1332270231981
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332270234098
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1332270235885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332270238710
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332270241905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332270243294
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332270278144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332270280611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332270281536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332270323435
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332270355459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332270369399
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332270374533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332270402570
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332270404767
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332270449242
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332270450171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332270451690
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332270461886
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332270462618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332270518414
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332270519423
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.activateEditor",1332270524300
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332270537458
