what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331900624353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331900627335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331900660174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331900696380
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331900700282
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331900780520
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.activateEditor",1331900784309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331900784353
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1331900786837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331900786849
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331900839218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331900853877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331900857242
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331900891785
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331900901785
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331900901961
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331900907533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331900909458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331900949801
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1331900960675
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331900963045
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331900970743
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331900972019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331902284045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331902323594
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331902329388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331902403710
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331902406423
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331902635005
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1331902674888
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1331902682243
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331902795917
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331902797590
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1331902799179
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331902806736
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1331902825711
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1331902838308
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1331902838870
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1331903029309
