what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332185494835
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332185494867
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332185495019
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332185496703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185497813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185518021
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332185522621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185523939
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185553122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332185575192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185575959
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185591927
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332185597878
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185598813
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185617558
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332185618323
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332185619381
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185623115
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185689343
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1332185689408
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1332185702828
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1332185739931
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1332185752707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332185754681
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1332185770703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332185788900
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332185789299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332185789683
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332185789843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332185790211
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332185826975
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332185830352
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332185836547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185838817
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185877839
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332185879309
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332185883440
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185885268
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332185887422
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1332185887490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332185894410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332185895838
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1332185897054
