what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332156844873
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332156852585
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332156853773
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332156888621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332156927059
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332156932450
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332156933503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332156951888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332156957488
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332156958398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332156978141
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1332157031653
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332157083077
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1332157083984
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1332157095864
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1332157098808
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332157104004
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1332157112819
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332157118083
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332157149531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332157151789
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332157153796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332157157005
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332157161391
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1332157162913
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332157163646
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332157164550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332157181941
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332157184576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332157191316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332157225177
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332157232505
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332157238224
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332157249344
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1332157249424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332158585928
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332158713487
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332158730318
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332158739213
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332158741100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332158770354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332158778282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332158779584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332158858306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332158960263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332158960471
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332158960971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332158961004
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332158961038
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332158961071
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332158961239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332158961447
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332158961639
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332158961831
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332158962087
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332158974202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332158976144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159082174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159109891
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159132026
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159133889
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159160936
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159162639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159175215
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332159187240
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159213650
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159240288
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159240788
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159240822
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159240854
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159240887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159240920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159241088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159241536
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159244064
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159244208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159244367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159244527
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159244687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159244879
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159245055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332159246323
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159247442
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159282520
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332159288208
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159289228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159301910
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332159303278
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159304989
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159326020
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1332159326090
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1332159338820
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332159402870
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159405909
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159413637
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1332159413707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332159414661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159416316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159419588
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159421595
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159439131
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1332159439211
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332159457949
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332159468807
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159475469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159475677
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159477773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159478221
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159478636
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159479981
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159480172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332159483550
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159486268
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159486444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159486620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159486972
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332159487147
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332159503774
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159505197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332159577263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332159583063
